Accident_Index,Accident Date,Month,Year,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901CW11872,16-09-2021,Sep,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.528159,Darkness - lights lit,Westminster,None,-0.181837,1,2,Metropolitan Police,Dry,Single carriageway,30,21:30,Urban,Fine no high winds,Car
200901CW11873,17-09-2021,Sep,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.524799,Daylight,Westminster,None,-0.203018,1,1,Metropolitan Police,Dry,Single carriageway,30,09:00,Urban,Fine no high winds,Car
200901CW11874,16-09-2021,Sep,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.51614,Daylight,Camden,None,-0.121059,1,1,Metropolitan Police,Dry,Single carriageway,30,18:12,Urban,Fine no high winds,Car
200901CW11876,30-08-2021,Aug,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.506759,Darkness - lights lit,Westminster,None,-0.124904,1,1,Metropolitan Police,Dry,Single carriageway,30,01:22,Urban,Fine no high winds,Car
200901CW11877,11-09-2021,Sep,2021,Friday,Auto traffic signal,Crossroads,Slight,51.54891,Darkness - lights lit,Islington,None,-0.12894,1,2,Metropolitan Police,Dry,Single carriageway,30,23:50,Urban,Fine no high winds,Car
200901CW11878,10-09-2021,Sep,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.503782,Darkness - lights lit,Westminster,None,-0.135545,1,1,Metropolitan Police,Dry,Single carriageway,30,20:35,Urban,Fine no high winds,Car
200901CW11879,12-09-2021,Sep,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.543852,Daylight,Camden,None,-0.155973,1,1,Metropolitan Police,Dry,Single carriageway,30,06:45,Urban,Fine no high winds,Car
200901CW11880,16-08-2021,Aug,2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.507363,Darkness - lights lit,Westminster,None,-0.128914,1,1,Metropolitan Police,Dry,Single carriageway,30,02:20,Urban,Fine no high winds,Car
200901CW11881,17-09-2021,Sep,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.501804,Daylight,Westminster,None,-0.152628,1,2,Metropolitan Police,Dry,Single carriageway,30,10:30,Urban,Fine no high winds,Car
200901CW11882,17-09-2021,Sep,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.543425,Daylight,Camden,None,-0.151664,1,2,Metropolitan Police,Dry,Single carriageway,30,11:45,Urban,Fine no high winds,Car
200901CW11883,17-09-2021,Sep,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.485698,Daylight,Westminster,None,-0.146365,1,2,Metropolitan Police,Dry,Single carriageway,30,15:35,Urban,Fine no high winds,Car
200901CW11884,17-09-2021,Sep,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.520313,Daylight,Camden,None,-0.117716,1,2,Metropolitan Police,Dry,Single carriageway,30,14:30,Urban,Fine no high winds,Car
200901CW11887,09-09-2021,Sep,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.5559,Darkness - lights lit,Camden,None,-0.178855,1,1,Metropolitan Police,Dry,Single carriageway,30,23:50,Urban,Fine no high winds,Other vehicle
200901CW11889,15-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.514356,Darkness - lights lit,Westminster,None,-0.13886,1,2,Metropolitan Police,Dry,Single carriageway,30,23:45,Urban,Fine no high winds,Car
200901CW11892,18-09-2021,Sep,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.542245,Daylight,Camden,None,-0.17392,1,2,Metropolitan Police,Dry,Single carriageway,30,08:40,Urban,Fine no high winds,Car
200901CW11893,18-09-2021,Sep,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.545905,Daylight,Camden,None,-0.126612,1,2,Metropolitan Police,Dry,Single carriageway,30,07:50,Urban,Fine no high winds,Other vehicle
200901CW11894,18-09-2021,Sep,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.502232,Daylight,Westminster,None,-0.14555,1,2,Metropolitan Police,Dry,Single carriageway,30,16:09,Urban,Fine no high winds,Car
200901CW11895,18-09-2021,Sep,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.496665,Daylight,Westminster,None,-0.140446,1,1,Metropolitan Police,Dry,Single carriageway,30,16:54,Urban,Fine no high winds,Car
200901CW11896,18-09-2021,Sep,2021,Friday,Auto traffic signal,Crossroads,Serious,51.519021,Daylight,Camden,None,-0.121229,1,1,Metropolitan Police,Dry,Single carriageway,30,19:35,Urban,Fine no high winds,Car
200901CW11897,19-09-2021,Sep,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.532411,Darkness - lights lit,Brent,None,-0.200988,2,2,Metropolitan Police,Dry,Single carriageway,30,02:20,Urban,Fine no high winds,Car
200901CW11899,18-09-2021,Sep,2021,Friday,Auto traffic signal,Crossroads,Slight,51.496423,Daylight,Westminster,None,-0.142184,1,2,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Car
200901CW11900,19-09-2021,Sep,2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.528921,Daylight,Camden,None,-0.138699,1,2,Metropolitan Police,Dry,Single carriageway,30,11:25,Urban,Fine no high winds,Motorcycle over 500cc
200901CW11902,19-09-2021,Sep,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.495164,Daylight,Westminster,None,-0.125236,1,2,Metropolitan Police,Dry,Single carriageway,30,14:29,Urban,Fine no high winds,Car
200901CW11904,19-09-2021,Sep,2021,Saturday,Auto traffic signal,Crossroads,Slight,51.519245,Daylight,Westminster,None,-0.169507,1,2,Metropolitan Police,Dry,Single carriageway,30,18:02,Urban,Fine no high winds,Car
200901CW11906,19-09-2021,Sep,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.506933,Daylight,Westminster,None,-0.152853,1,1,Metropolitan Police,Dry,Dual carriageway,30,14:02,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901CW11908,20-09-2021,Sep,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.520712,Daylight,Westminster,None,-0.171323,1,2,Metropolitan Police,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Car
200901CW11909,20-09-2021,Sep,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.521723,Daylight,Westminster,None,-0.172724,1,2,Metropolitan Police,Dry,Single carriageway,30,18:35,Urban,Fine no high winds,Car
200901CW11911,18-09-2021,Sep,2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.520393,Daylight,Westminster,None,-0.191371,1,2,Metropolitan Police,Dry,Single carriageway,30,11:31,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901CW11912,18-09-2021,Sep,2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.512084,Daylight,Westminster,None,-0.131747,1,1,Metropolitan Police,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,Car
200901CW11913,21-09-2021,Sep,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.544058,Daylight,Camden,None,-0.174857,1,2,Metropolitan Police,Dry,Dual carriageway,30,06:45,Urban,Fine no high winds,Car
200901CW11915,21-09-2021,Sep,2021,Monday,Give way or uncontrolled,T or staggered junction,Serious,51.51386,Daylight,Westminster,None,-0.141619,2,2,Metropolitan Police,Dry,Single carriageway,30,13:56,Urban,Fine no high winds,Motorcycle over 500cc
200901CW11916,21-09-2021,Sep,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.511339,Daylight,Westminster,None,-0.187407,1,1,Metropolitan Police,Dry,One way street,30,11:58,Urban,Fine no high winds,Car
200901CW11917,21-09-2021,Sep,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.526726,Daylight,Camden,None,-0.130715,1,2,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Car
200901CW11918,21-09-2021,Sep,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503982,Daylight,Westminster,None,-0.148217,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:00,Urban,Fine no high winds,Car
200901CW11920,15-09-2021,Sep,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.491646,Daylight,Westminster,None,-0.141514,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,17:55,Urban,Raining no high winds,Car
200901CW11923,22-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.509883,Daylight,Westminster,None,-0.14034,1,2,Metropolitan Police,Dry,Single carriageway,30,10:10,Urban,Fine no high winds,Car
200901CW11924,21-09-2021,Sep,2021,Monday,Auto traffic signal,Crossroads,Slight,51.522115,Daylight,Westminster,None,-0.157572,1,2,Metropolitan Police,Dry,Single carriageway,30,15:55,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901CW11926,21-09-2021,Sep,2021,Monday,Give way or uncontrolled,T or staggered junction,Serious,51.54584,Daylight,Camden,None,-0.191228,1,1,Metropolitan Police,Dry,Single carriageway,30,13:15,Urban,Fine no high winds,Car
200901CW11928,22-09-2021,Sep,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.49389,Daylight,Westminster,None,-0.146897,1,1,Metropolitan Police,Dry,Dual carriageway,30,18:35,Urban,Fine no high winds,Taxi/Private hire car
200901CW11930,19-09-2021,Sep,2021,Saturday,Auto traffic signal,Crossroads,Slight,51.513113,Darkness - lights lit,Westminster,None,-0.145541,5,2,Metropolitan Police,Dry,Single carriageway,30,01:19,Urban,Fine no high winds,Car
200901CW11931,20-09-2021,Sep,2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.516757,Daylight,Westminster,None,-0.165716,1,2,Metropolitan Police,Dry,Single carriageway,30,19:40,Urban,Fine no high winds,Car
200901CW11932,15-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.550769,Daylight,Camden,None,-0.149779,1,2,Metropolitan Police,Dry,Single carriageway,30,19:15,Urban,Fine no high winds,Car
200901CW11935,23-09-2021,Sep,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.516247,Daylight,Westminster,None,-0.161845,1,2,Metropolitan Police,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,Car
200901CW11937,22-09-2021,Sep,2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.534954,Darkness - lights lit,Camden,None,-0.139174,1,2,Metropolitan Police,Dry,Single carriageway,30,20:59,Urban,Fine no high winds,Car
200901CW11938,23-09-2021,Sep,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.522682,Daylight,Camden,None,-0.114015,1,1,Metropolitan Police,Dry,Single carriageway,30,06:40,Urban,Fine no high winds,Car
200901CW11941,23-09-2021,Sep,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.522477,Darkness - lights lit,Westminster,None,-0.157702,1,1,Metropolitan Police,Dry,Single carriageway,30,21:02,Urban,Other,Motorcycle 125cc and under
200901CW11945,23-09-2021,Sep,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.534893,Daylight,Westminster,None,-0.163833,1,2,Metropolitan Police,Dry,Single carriageway,30,13:37,Urban,Fine no high winds,Car
200901CW11946,21-09-2021,Sep,2021,Monday,Auto traffic signal,Crossroads,Slight,51.510479,Darkness - lights lit,Westminster,None,-0.121292,1,2,Metropolitan Police,Dry,Dual carriageway,30,23:52,Urban,Fine no high winds,Car
200901CW11947,16-09-2021,Sep,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.510504,Daylight,Westminster,None,-0.128497,1,1,Metropolitan Police,Dry,Single carriageway,30,14:10,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11948,18-09-2021,Sep,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.510709,Daylight,Westminster,None,-0.118833,1,2,Metropolitan Police,Dry,Single carriageway,30,17:50,Urban,Fine no high winds,Car
200901CW11949,21-09-2021,Sep,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.50165,Darkness - lights lit,Westminster,None,-0.165746,1,1,Metropolitan Police,Dry,Single carriageway,30,20:14,Urban,Fine no high winds,Car
200901CW11950,07-09-2021,Sep,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.514968,Daylight,Westminster,None,-0.143448,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,15:00,Urban,Raining no high winds,Car
200901CW11951,09-09-2021,Sep,2021,Wednesday,Auto traffic signal,T or staggered junction,Serious,51.507785,Daylight,Westminster,None,-0.127167,2,2,Metropolitan Police,Dry,Single carriageway,30,12:52,Urban,Fine no high winds,Car
200901CW11952,17-09-2021,Sep,2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.545635,Daylight,Camden,None,-0.126623,1,2,Metropolitan Police,Dry,Single carriageway,30,08:45,Urban,Fine no high winds,Car
200901CW11954,24-09-2021,Sep,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.545842,Daylight,Camden,None,-0.150989,1,2,Metropolitan Police,Dry,Single carriageway,30,11:00,Urban,Fine no high winds,Car
200901CW11955,24-09-2021,Sep,2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.51936,Daylight,Westminster,None,-0.18853,1,2,Metropolitan Police,Dry,Dual carriageway,30,13:45,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11956,24-09-2021,Sep,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.555781,Daylight,Camden,None,-0.176985,1,1,Metropolitan Police,Dry,Single carriageway,30,12:15,Urban,Fine no high winds,Car
200901CW11957,24-09-2021,Sep,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.494265,Daylight,Westminster,None,-0.125273,2,1,Metropolitan Police,Dry,Single carriageway,30,07:40,Urban,Fine no high winds,Car
200901CW11960,24-09-2021,Sep,2021,Thursday,Auto traffic signal,Crossroads,Serious,51.527501,Daylight,Westminster,None,-0.174222,2,2,Metropolitan Police,Dry,Single carriageway,30,16:25,Urban,Fine no high winds,Car
200901CW11961,24-09-2021,Sep,2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.547062,Darkness - lights lit,Camden,None,-0.131468,1,2,Metropolitan Police,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,Car
200901CW11964,25-09-2021,Sep,2021,Friday,Auto traffic signal,Crossroads,Slight,51.527613,Daylight,Camden,None,-0.129958,1,2,Metropolitan Police,Dry,Single carriageway,30,13:30,Urban,Fine no high winds,Car
200901CW11966,25-09-2021,Sep,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.500897,Daylight,Westminster,None,-0.123848,2,1,Metropolitan Police,Dry,Single carriageway,30,17:50,Urban,Fine no high winds,Car
200901CW11967,25-09-2021,Sep,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.537146,Daylight,Camden,None,-0.147015,1,1,Metropolitan Police,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,Car
200901CW11968,26-09-2021,Sep,2021,Saturday,Auto traffic signal,T or staggered junction,Serious,51.509951,Darkness - lights lit,Westminster,None,-0.133275,1,1,Metropolitan Police,Dry,One way street,30,01:05,Urban,Fine no high winds,Car
200901CW11969,18-09-2021,Sep,2021,Friday,Give way or uncontrolled,Private drive or entrance,Slight,51.530902,Daylight,Westminster,None,-0.184755,2,3,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Motorcycle 125cc and under
200901CW11970,26-09-2021,Sep,2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.495255,Daylight,Westminster,None,-0.153613,1,2,Metropolitan Police,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,Car
200901CW11971,26-09-2021,Sep,2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.516926,Daylight,Camden,None,-0.130828,1,1,Metropolitan Police,Dry,Single carriageway,30,13:44,Urban,Fine no high winds,Car
200901CW11972,27-09-2021,Sep,2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.520391,Darkness - lights lit,Westminster,None,-0.191227,1,1,Metropolitan Police,Dry,Single carriageway,40,00:45,Urban,Fine no high winds,Car
200901CW11974,27-09-2021,Sep,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.542752,Daylight,Camden,None,-0.137558,1,2,Metropolitan Police,Dry,Single carriageway,30,08:40,Urban,Fine no high winds,Car
200901CW11975,27-09-2021,Sep,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.537145,Daylight,Camden,None,-0.141247,1,1,Metropolitan Police,Dry,Single carriageway,30,15:50,Urban,Fine no high winds,Car
200901CW11976,27-09-2021,Sep,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.509218,Darkness - lights lit,Westminster,None,-0.132441,1,1,Metropolitan Police,Dry,Single carriageway,30,01:15,Urban,Fine no high winds,Car
200901CW11978,24-09-2021,Sep,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.512257,Darkness - lights lit,Westminster,None,-0.131308,1,2,Metropolitan Police,Dry,Single carriageway,30,23:35,Urban,Fine no high winds,Car
200901CW11979,22-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.521242,Darkness - lights lit,Camden,None,-0.11393,1,2,Metropolitan Police,Dry,Single carriageway,30,21:00,Urban,Fine no high winds,Car
200901CW11980,17-09-2021,Sep,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.521594,Daylight,Camden,None,-0.113483,1,2,Metropolitan Police,Dry,Single carriageway,30,18:59,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901CW11982,24-09-2021,Sep,2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.515856,Daylight,Westminster,None,-0.171373,1,2,Metropolitan Police,Dry,Single carriageway,30,12:40,Urban,Fine no high winds,Car
200901CW11983,28-09-2021,Sep,2021,Monday,Auto traffic signal,Crossroads,Slight,51.544885,Daylight,Camden,None,-0.141653,1,2,Metropolitan Police,Dry,Single carriageway,30,12:22,Urban,Fine no high winds,Car
200901CW11985,20-09-2021,Sep,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.514511,Daylight,Westminster,None,-0.148655,1,2,Metropolitan Police,Dry,Single carriageway,30,14:20,Urban,Fine no high winds,Car
200901CW11988,19-06-2021,Jun,2021,Friday,Auto traffic signal,Crossroads,Slight,51.511444,Daylight,Westminster,None,-0.148058,1,2,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Car
